borough,major_category,minor_category,year,number_of_cases
Bromley,Theft and Handling,Other Theft Person,2011,310
Bromley,Theft and Handling,Other Theft Person,2012,355
Bromley,Theft and Handling,Other Theft Person,2013,354
Bromley,Theft and Handling,Other Theft Person,2016,341
Bromley,Theft and Handling,Other Theft Person,2008,415
Bromley,Theft and Handling,Other Theft Person,2009,352
Bromley,Theft and Handling,Other Theft Person,2010,315
Bromley,Theft and Handling,Other Theft Person,2015,265
Bromley,Theft and Handling,Other Theft Person,2014,293
Bromley,Violence Against the Person,Assault with Injury,2009,1837
Bromley,Violence Against the Person,Assault with Injury,2016,1471
Bromley,Violence Against the Person,Assault with Injury,2010,1682
Bromley,Violence Against the Person,Assault with Injury,2014,1374
Bromley,Violence Against the Person,Assault with Injury,2011,1609
Bromley,Violence Against the Person,Assault with Injury,2012,1375
Bromley,Violence Against the Person,Assault with Injury,2015,1424
Bromley,Violence Against the Person,Assault with Injury,2008,1848
Bromley,Violence Against the Person,Assault with Injury,2013,1268
Bromley,Drugs,Possession Of Drugs,2013,958
Bromley,Drugs,Possession Of Drugs,2012,910
Bromley,Drugs,Possession Of Drugs,2015,797
Bromley,Drugs,Possession Of Drugs,2011,894
Bromley,Drugs,Possession Of Drugs,2016,673
Bromley,Drugs,Possession Of Drugs,2009,1026
Bromley,Drugs,Possession Of Drugs,2014,917
Bromley,Drugs,Possession Of Drugs,2008,971
Bromley,Drugs,Possession Of Drugs,2010,981
Bromley,Theft and Handling,Handling Stolen Goods,2010,56
Bromley,Theft and Handling,Handling Stolen Goods,2009,64
Bromley,Theft and Handling,Handling Stolen Goods,2011,44
Bromley,Theft and Handling,Handling Stolen Goods,2016,24
Bromley,Theft and Handling,Handling Stolen Goods,2008,46
Bromley,Theft and Handling,Handling Stolen Goods,2012,60
Bromley,Theft and Handling,Handling Stolen Goods,2014,50
Bromley,Theft and Handling,Handling Stolen Goods,2013,37
Bromley,Theft and Handling,Handling Stolen Goods,2015,27
Bromley,Criminal Damage,Other Criminal Damage,2010,595
Bromley,Criminal Damage,Other Criminal Damage,2015,641
Bromley,Criminal Damage,Other Criminal Damage,2014,617
Bromley,Criminal Damage,Other Criminal Damage,2009,686
Bromley,Criminal Damage,Other Criminal Damage,2013,506
Bromley,Criminal Damage,Other Criminal Damage,2011,630
Bromley,Criminal Damage,Other Criminal Damage,2016,679
Bromley,Criminal Damage,Other Criminal Damage,2008,808
Bromley,Criminal Damage,Other Criminal Damage,2012,540
Bromley,Fraud or Forgery,Other Fraud & Forgery,2010,0
Bromley,Fraud or Forgery,Other Fraud & Forgery,2008,35
Bromley,Fraud or Forgery,Other Fraud & Forgery,2016,0
Bromley,Fraud or Forgery,Other Fraud & Forgery,2013,0
Bromley,Fraud or Forgery,Other Fraud & Forgery,2009,0
Bromley,Fraud or Forgery,Other Fraud & Forgery,2012,0
Bromley,Fraud or Forgery,Other Fraud & Forgery,2015,0
Bromley,Fraud or Forgery,Other Fraud & Forgery,2014,0
Bromley,Fraud or Forgery,Other Fraud & Forgery,2011,0
Bromley,Burglary,Burglary in a Dwelling,2011,1940
Bromley,Burglary,Burglary in a Dwelling,2013,2025
Bromley,Burglary,Burglary in a Dwelling,2009,2136
Bromley,Burglary,Burglary in a Dwelling,2008,1915
Bromley,Burglary,Burglary in a Dwelling,2010,1871
Bromley,Burglary,Burglary in a Dwelling,2012,2149
Bromley,Burglary,Burglary in a Dwelling,2014,1831
Bromley,Burglary,Burglary in a Dwelling,2015,1558
Bromley,Burglary,Burglary in a Dwelling,2016,1432
Bromley,Theft and Handling,Theft From Motor Vehicle,2014,1656
Bromley,Theft and Handling,Theft From Motor Vehicle,2016,1437
Bromley,Theft and Handling,Theft From Motor Vehicle,2015,1465
Bromley,Theft and Handling,Theft From Motor Vehicle,2013,1944
Bromley,Theft and Handling,Theft From Motor Vehicle,2010,2090
Bromley,Theft and Handling,Theft From Motor Vehicle,2011,2069
Bromley,Theft and Handling,Theft From Motor Vehicle,2009,2324
Bromley,Theft and Handling,Theft From Motor Vehicle,2012,1916
Bromley,Theft and Handling,Theft From Motor Vehicle,2008,2780
Bromley,Burglary,Burglary in Other Buildings,2012,1296
Bromley,Burglary,Burglary in Other Buildings,2015,966
Bromley,Burglary,Burglary in Other Buildings,2009,1490
Bromley,Burglary,Burglary in Other Buildings,2011,1179
Bromley,Burglary,Burglary in Other Buildings,2014,855
Bromley,Burglary,Burglary in Other Buildings,2013,1096
Bromley,Burglary,Burglary in Other Buildings,2008,1532
Bromley,Burglary,Burglary in Other Buildings,2010,1082
Bromley,Burglary,Burglary in Other Buildings,2016,782
Bromley,Criminal Damage,Criminal Damage To Dwelling,2008,919
Bromley,Criminal Damage,Criminal Damage To Dwelling,2014,514
Bromley,Criminal Damage,Criminal Damage To Dwelling,2010,659
Bromley,Criminal Damage,Criminal Damage To Dwelling,2012,522
Bromley,Criminal Damage,Criminal Damage To Dwelling,2011,532
Bromley,Criminal Damage,Criminal Damage To Dwelling,2009,826
Bromley,Criminal Damage,Criminal Damage To Dwelling,2016,449
Bromley,Criminal Damage,Criminal Damage To Dwelling,2015,545
Bromley,Criminal Damage,Criminal Damage To Dwelling,2013,466
Bromley,Theft and Handling,Theft/Taking of Pedal Cycle,2008,214
Bromley,Theft and Handling,Theft/Taking of Pedal Cycle,2010,200
Bromley,Theft and Handling,Theft/Taking of Pedal Cycle,2011,264
Bromley,Theft and Handling,Theft/Taking of Pedal Cycle,2015,172
Bromley,Theft and Handling,Theft/Taking of Pedal Cycle,2013,179
Bromley,Theft and Handling,Theft/Taking of Pedal Cycle,2012,254
Bromley,Theft and Handling,Theft/Taking of Pedal Cycle,2009,254
Bromley,Theft and Handling,Theft/Taking of Pedal Cycle,2014,164
Bromley,Theft and Handling,Theft/Taking of Pedal Cycle,2016,202
Bromley,Theft and Handling,Theft/Taking Of Motor Vehicle,2015,805
Bromley,Theft and Handling,Theft/Taking Of Motor Vehicle,2016,716
Bromley,Theft and Handling,Theft/Taking Of Motor Vehicle,2012,764
Bromley,Theft and Handling,Theft/Taking Of Motor Vehicle,2014,573
Bromley,Theft and Handling,Theft/Taking Of Motor Vehicle,2010,729
Bromley,Theft and Handling,Theft/Taking Of Motor Vehicle,2008,1067
Bromley,Theft and Handling,Theft/Taking Of Motor Vehicle,2013,647
Bromley,Theft and Handling,Theft/Taking Of Motor Vehicle,2011,746
Bromley,Theft and Handling,Theft/Taking Of Motor Vehicle,2009,819
Bromley,Criminal Damage,Criminal Damage To Motor Vehicle,2016,883
Bromley,Criminal Damage,Criminal Damage To Motor Vehicle,2009,1566
Bromley,Criminal Damage,Criminal Damage To Motor Vehicle,2011,1200
Bromley,Criminal Damage,Criminal Damage To Motor Vehicle,2013,834
Bromley,Criminal Damage,Criminal Damage To Motor Vehicle,2015,899
Bromley,Criminal Damage,Criminal Damage To Motor Vehicle,2012,956
Bromley,Criminal Damage,Criminal Damage To Motor Vehicle,2014,910
Bromley,Criminal Damage,Criminal Damage To Motor Vehicle,2010,1201
Bromley,Criminal Damage,Criminal Damage To Motor Vehicle,2008,2031
Bromley,Criminal Damage,Criminal Damage To Other Building,2013,189
Bromley,Criminal Damage,Criminal Damage To Other Building,2009,384
Bromley,Criminal Damage,Criminal Damage To Other Building,2012,232
Bromley,Criminal Damage,Criminal Damage To Other Building,2008,472
Bromley,Criminal Damage,Criminal Damage To Other Building,2014,232
Bromley,Criminal Damage,Criminal Damage To Other Building,2011,257
Bromley,Criminal Damage,Criminal Damage To Other Building,2015,210
Bromley,Criminal Damage,Criminal Damage To Other Building,2010,258
Bromley,Criminal Damage,Criminal Damage To Other Building,2016,191
Bromley,Theft and Handling,Motor Vehicle Interference & Tampering,2011,149
Bromley,Theft and Handling,Motor Vehicle Interference & Tampering,2008,284
Bromley,Theft and Handling,Motor Vehicle Interference & Tampering,2012,164
Bromley,Theft and Handling,Motor Vehicle Interference & Tampering,2010,184
Bromley,Theft and Handling,Motor Vehicle Interference & Tampering,2013,196
Bromley,Theft and Handling,Motor Vehicle Interference & Tampering,2016,342
Bromley,Theft and Handling,Motor Vehicle Interference & Tampering,2009,287
Bromley,Theft and Handling,Motor Vehicle Interference & Tampering,2015,335
Bromley,Theft and Handling,Motor Vehicle Interference & Tampering,2014,242
Croydon,Sexual Offences,Rape,2015,0
Croydon,Sexual Offences,Rape,2011,0
Croydon,Sexual Offences,Rape,2012,0
Croydon,Sexual Offences,Rape,2013,0
Croydon,Sexual Offences,Rape,2010,0
Croydon,Sexual Offences,Rape,2016,0
Croydon,Sexual Offences,Rape,2014,0
Croydon,Sexual Offences,Rape,2009,0
Croydon,Sexual Offences,Rape,2008,19
Croydon,Violence Against the Person,Murder,2016,9
Croydon,Violence Against the Person,Murder,2010,6
Croydon,Violence Against the Person,Murder,2015,0
Croydon,Violence Against the Person,Murder,2013,4
Croydon,Violence Against the Person,Murder,2012,6
Croydon,Violence Against the Person,Murder,2011,5
Croydon,Violence Against the Person,Murder,2009,6
Croydon,Violence Against the Person,Murder,2008,5
Croydon,Violence Against the Person,Murder,2014,4
Croydon,Violence Against the Person,Harassment,2014,2303
Croydon,Violence Against the Person,Harassment,2008,1434
Croydon,Violence Against the Person,Harassment,2012,1688
Croydon,Violence Against the Person,Harassment,2009,1527
Croydon,Violence Against the Person,Harassment,2015,3116
Croydon,Violence Against the Person,Harassment,2011,1553
Croydon,Violence Against the Person,Harassment,2016,3305
Croydon,Violence Against the Person,Harassment,2013,1517
Croydon,Violence Against the Person,Harassment,2010,1455
Croydon,Drugs,Other Drugs,2016,8
Croydon,Drugs,Other Drugs,2010,8
Croydon,Drugs,Other Drugs,2013,20
Croydon,Drugs,Other Drugs,2012,17
Croydon,Drugs,Other Drugs,2009,7
Croydon,Drugs,Other Drugs,2008,9
Croydon,Drugs,Other Drugs,2011,12
Croydon,Drugs,Other Drugs,2014,10
Croydon,Drugs,Other Drugs,2015,7
Croydon,Theft and Handling,Other Theft,2011,3887
Croydon,Theft and Handling,Other Theft,2008,3159
Croydon,Theft and Handling,Other Theft,2015,3557
Croydon,Theft and Handling,Other Theft,2014,3884
Croydon,Theft and Handling,Other Theft,2016,3203
Croydon,Theft and Handling,Other Theft,2010,3548
Croydon,Theft and Handling,Other Theft,2009,2979
Croydon,Theft and Handling,Other Theft,2012,4834
Croydon,Theft and Handling,Other Theft,2013,3970
Croydon,Sexual Offences,Other Sexual,2014,0
Croydon,Sexual Offences,Other Sexual,2008,36
Croydon,Sexual Offences,Other Sexual,2011,0
Croydon,Sexual Offences,Other Sexual,2010,0
Croydon,Sexual Offences,Other Sexual,2016,0
Croydon,Sexual Offences,Other Sexual,2009,0
Croydon,Sexual Offences,Other Sexual,2015,0
Croydon,Sexual Offences,Other Sexual,2012,0
Croydon,Sexual Offences,Other Sexual,2013,0
Croydon,Violence Against the Person,Wounding/GBH,2015,1043
Croydon,Violence Against the Person,Wounding/GBH,2008,328
Croydon,Violence Against the Person,Wounding/GBH,2010,297
Croydon,Violence Against the Person,Wounding/GBH,2011,321
Croydon,Violence Against the Person,Wounding/GBH,2016,989
Croydon,Violence Against the Person,Wounding/GBH,2009,309
Croydon,Violence Against the Person,Wounding/GBH,2012,347
Croydon,Violence Against the Person,Wounding/GBH,2013,698
Croydon,Violence Against the Person,Wounding/GBH,2014,930
Croydon,Violence Against the Person,Common Assault,2010,1802
Croydon,Violence Against the Person,Common Assault,2009,1788
Croydon,Violence Against the Person,Common Assault,2013,1554
Croydon,Violence Against the Person,Common Assault,2011,1829
Croydon,Violence Against the Person,Common Assault,2012,1688
Croydon,Violence Against the Person,Common Assault,2015,2817
Croydon,Violence Against the Person,Common Assault,2016,2878
Croydon,Violence Against the Person,Common Assault,2014,2259
Croydon,Violence Against the Person,Common Assault,2008,1748
Croydon,Other Notifiable Offences,Going Equipped,2014,16
Croydon,Other Notifiable Offences,Going Equipped,2012,20
Croydon,Other Notifiable Offences,Going Equipped,2015,18
Croydon,Other Notifiable Offences,Going Equipped,2016,21
Croydon,Other Notifiable Offences,Going Equipped,2013,18
Croydon,Other Notifiable Offences,Going Equipped,2009,11
Croydon,Other Notifiable Offences,Going Equipped,2011,21
Croydon,Other Notifiable Offences,Going Equipped,2010,16
Croydon,Other Notifiable Offences,Going Equipped,2008,18
Croydon,Violence Against the Person,Other violence,2011,287
Croydon,Violence Against the Person,Other violence,2009,348
Croydon,Violence Against the Person,Other violence,2012,321
Croydon,Violence Against the Person,Other violence,2014,343
Croydon,Violence Against the Person,Other violence,2013,316
Croydon,Violence Against the Person,Other violence,2008,268
Croydon,Violence Against the Person,Other violence,2016,442
Croydon,Violence Against the Person,Other violence,2010,255
Croydon,Violence Against the Person,Other violence,2015,409
Croydon,Drugs,Drug Trafficking,2010,148
Croydon,Drugs,Drug Trafficking,2008,120
Croydon,Drugs,Drug Trafficking,2014,162
Croydon,Drugs,Drug Trafficking,2013,131
Croydon,Drugs,Drug Trafficking,2015,115
Croydon,Drugs,Drug Trafficking,2009,130
Croydon,Drugs,Drug Trafficking,2011,147
Croydon,Drugs,Drug Trafficking,2012,212
Croydon,Drugs,Drug Trafficking,2016,96
Croydon,Violence Against the Person,Offensive Weapon,2014,190
Croydon,Violence Against the Person,Offensive Weapon,2008,297
Croydon,Violence Against the Person,Offensive Weapon,2015,192
Croydon,Violence Against the Person,Offensive Weapon,2011,200
Croydon,Violence Against the Person,Offensive Weapon,2013,165
Croydon,Violence Against the Person,Offensive Weapon,2009,219
Croydon,Violence Against the Person,Offensive Weapon,2010,235
Croydon,Violence Against the Person,Offensive Weapon,2012,186
Croydon,Violence Against the Person,Offensive Weapon,2016,228
Croydon,Other Notifiable Offences,Other Notifiable,2011,406
Croydon,Other Notifiable Offences,Other Notifiable,2015,561
Croydon,Other Notifiable Offences,Other Notifiable,2012,469
Croydon,Other Notifiable Offences,Other Notifiable,2013,376
Croydon,Other Notifiable Offences,Other Notifiable,2014,490
Croydon,Other Notifiable Offences,Other Notifiable,2010,409
Croydon,Other Notifiable Offences,Other Notifiable,2009,405
Croydon,Other Notifiable Offences,Other Notifiable,2016,697
Croydon,Other Notifiable Offences,Other Notifiable,2008,368
Croydon,Theft and Handling,Theft From Shops,2009,1513
Croydon,Theft and Handling,Theft From Shops,2012,1677
Croydon,Theft and Handling,Theft From Shops,2013,1474
Croydon,Theft and Handling,Theft From Shops,2015,1929
Croydon,Theft and Handling,Theft From Shops,2011,1664
Croydon,Theft and Handling,Theft From Shops,2010,1659
Croydon,Theft and Handling,Theft From Shops,2014,1994
Croydon,Theft and Handling,Theft From Shops,2016,1842
Croydon,Theft and Handling,Theft From Shops,2008,1423
Croydon,Robbery,Business Property,2015,94
Croydon,Robbery,Business Property,2010,189
Croydon,Robbery,Business Property,2016,79
Croydon,Robbery,Business Property,2013,132
Croydon,Robbery,Business Property,2012,169
Croydon,Robbery,Business Property,2011,190
Croydon,Robbery,Business Property,2008,213
Croydon,Robbery,Business Property,2009,205
Croydon,Robbery,Business Property,2014,102
Croydon,Robbery,Personal Property,2009,1296
Croydon,Robbery,Personal Property,2015,635
Croydon,Robbery,Personal Property,2010,1335
Croydon,Robbery,Personal Property,2014,870
Croydon,Robbery,Personal Property,2011,1572
Croydon,Robbery,Personal Property,2012,1756
Croydon,Robbery,Personal Property,2013,1567
Croydon,Robbery,Personal Property,2016,1060
Croydon,Robbery,Personal Property,2008,1181
Croydon,Fraud or Forgery,Counted per Victim,2009,0
Croydon,Fraud or Forgery,Counted per Victim,2010,0
Croydon,Fraud or Forgery,Counted per Victim,2008,231
Croydon,Fraud or Forgery,Counted per Victim,2013,0
Croydon,Fraud or Forgery,Counted per Victim,2012,0
Croydon,Fraud or Forgery,Counted per Victim,2015,0
Croydon,Fraud or Forgery,Counted per Victim,2011,0
Croydon,Fraud or Forgery,Counted per Victim,2014,0
Croydon,Fraud or Forgery,Counted per Victim,2016,0
Croydon,Theft and Handling,Other Theft Person,2009,675
Croydon,Theft and Handling,Other Theft Person,2012,808
Croydon,Theft and Handling,Other Theft Person,2014,514
Croydon,Theft and Handling,Other Theft Person,2010,653
Croydon,Theft and Handling,Other Theft Person,2016,606
Croydon,Theft and Handling,Other Theft Person,2013,866
Croydon,Theft and Handling,Other Theft Person,2015,497
Croydon,Theft and Handling,Other Theft Person,2011,774
Croydon,Theft and Handling,Other Theft Person,2008,583
Croydon,Violence Against the Person,Assault with Injury,2015,2303
Croydon,Violence Against the Person,Assault with Injury,2016,2451
Croydon,Violence Against the Person,Assault with Injury,2014,2219
Croydon,Violence Against the Person,Assault with Injury,2010,2382
Croydon,Violence Against the Person,Assault with Injury,2009,2676
Croydon,Violence Against the Person,Assault with Injury,2012,2319
Croydon,Violence Against the Person,Assault with Injury,2008,2681
Croydon,Violence Against the Person,Assault with Injury,2013,1932
Croydon,Violence Against the Person,Assault with Injury,2011,2359
Croydon,Drugs,Possession Of Drugs,2014,1696
Croydon,Drugs,Possession Of Drugs,2013,1928
Croydon,Drugs,Possession Of Drugs,2009,2397
Croydon,Drugs,Possession Of Drugs,2012,2127
Croydon,Drugs,Possession Of Drugs,2011,2156
Croydon,Drugs,Possession Of Drugs,2008,2669
Croydon,Drugs,Possession Of Drugs,2016,1263
Croydon,Drugs,Possession Of Drugs,2015,1446
Croydon,Drugs,Possession Of Drugs,2010,2121
Croydon,Theft and Handling,Handling Stolen Goods,2016,44
Croydon,Theft and Handling,Handling Stolen Goods,2015,48
Croydon,Theft and Handling,Handling Stolen Goods,2010,59
